Scam_ID,Target_Industry,Attack_Method,Deepfake_Type,Loss_Amount_USD,Detection_Time_Hours,Detection_Tool,Geographic_Origin,Payload_Type,Employee_Role_Targeted,Prevention_Measures,Legal_Action_Taken
SC-1432,Banking,CEO Fraud,Video,370496,3.3,Victim Report,Nigeria,Urgent Wire Request,HR,AI Monitoring,No
SC-1433,Banking,Synthetic ID,Image,259627,1.2,Victim Report,China,Fake Credentials,CFO,AI Monitoring,Lawsuit Pending
SC-1434,Banking,Fake Video Call,Video,395071,17.8,Victim Report,China,Phishing Link,CFO,Training,Yes (Arrest)
SC-1435,Retail,Synthetic ID,Image,84998,19.8,Internal Audit,China,Urgent Wire Request,CFO,Training,No
SC-1436,Banking,Fake Video Call,Audio,353966,10.4,Victim Report,China,Fake Credentials,Customer Support,Training,Lawsuit Pending
SC-1437,Healthcare,Synthetic ID,Hybrid,408163,9.3,Victim Report,China,Phishing Link,HR,Training,Lawsuit Pending
SC-1438,Retail,Synthetic ID,Audio,165974,1.5,Internal Audit,Iran,Urgent Wire Request,IT Admin,Training,No
SC-1439,Healthcare,Voice Cloning,Hybrid,80052,14.9,Internal Audit,Iran,Fake Invoice,HR,2FA,No
SC-1440,Government,Synthetic ID,Audio,53435,23.9,AI Scanner,Nigeria,Urgent Wire Request,IT Admin,AI Monitoring,Yes (Arrest)
SC-1441,Government,CEO Fraud,Hybrid,229480,8.1,Victim Report,China,Fake Credentials,IT Admin,Training,No
SC-1442,Banking,CEO Fraud,Hybrid,287882,7.0,AI Scanner,Nigeria,Urgent Wire Request,HR,2FA,Lawsuit Pending
SC-1443,Government,Fake Video Call,Audio,446766,14.7,Victim Report,Russia,Fake Credentials,IT Admin,None,No
SC-1444,Healthcare,Voice Cloning,Hybrid,57635,18.9,Internal Audit,Nigeria,Phishing Link,HR,Training,Lawsuit Pending
SC-1445,Banking,Synthetic ID,Image,146898,12.5,Internal Audit,Nigeria,Phishing Link,CFO,Training,Yes (Arrest)
SC-1446,Tech,Fake Video Call,Hybrid,231804,4.9,Human Review,Iran,Fake Credentials,IT Admin,None,Lawsuit Pending
SC-1447,Retail,Voice Cloning,Audio,463322,16.3,Internal Audit,North Korea,Phishing Link,HR,None,Lawsuit Pending
SC-1448,Tech,Fake Video Call,Image,415814,7.4,AI Scanner,North Korea,Phishing Link,HR,2FA,No
SC-1449,Retail,Synthetic ID,Video,29172,4.5,Victim Report,Nigeria,Fake Invoice,IT Admin,AI Monitoring,Yes (Arrest)
SC-1450,Healthcare,CEO Fraud,Hybrid,184414,12.1,Human Review,China,Fake Credentials,Customer Support,AI Monitoring,No
SC-1451,Retail,CEO Fraud,Video,48644,23.3,Human Review,Russia,Fake Credentials,IT Admin,AI Monitoring,Lawsuit Pending
SC-1452,Government,Fake Video Call,Image,319038,19.9,Human Review,Nigeria,Phishing Link,HR,None,Yes (Arrest)
SC-1453,Government,Voice Cloning,Hybrid,237621,4.9,Internal Audit,Nigeria,Phishing Link,HR,2FA,No
SC-1454,Government,Synthetic ID,Video,480716,8.8,Human Review,North Korea,Phishing Link,IT Admin,AI Monitoring,Lawsuit Pending
SC-1455,Government,CEO Fraud,Audio,498079,15.2,Human Review,Iran,Phishing Link,IT Admin,2FA,Yes (Arrest)
SC-1456,Retail,CEO Fraud,Audio,116608,19.0,Human Review,Russia,Fake Credentials,HR,AI Monitoring,No
SC-1457,Tech,Synthetic ID,Video,440288,19.1,Human Review,Russia,Phishing Link,HR,2FA,Lawsuit Pending
SC-1458,Tech,CEO Fraud,Video,122826,9.5,AI Scanner,China,Urgent Wire Request,CFO,2FA,Lawsuit Pending
SC-1459,Retail,Voice Cloning,Audio,25324,21.2,AI Scanner,Iran,Urgent Wire Request,IT Admin,None,No
SC-1460,Retail,Voice Cloning,Audio,463862,17.9,Internal Audit,Russia,Fake Credentials,Customer Support,2FA,Lawsuit Pending
SC-1461,Tech,Synthetic ID,Hybrid,29592,7.2,Internal Audit,North Korea,Fake Credentials,HR,Training,Yes (Arrest)
SC-1462,Banking,CEO Fraud,Video,426922,17.3,Internal Audit,Iran,Fake Invoice,HR,None,Lawsuit Pending
SC-1463,Retail,Fake Video Call,Video,389940,11.1,Human Review,China,Phishing Link,Customer Support,None,No
SC-1464,Tech,Synthetic ID,Hybrid,51717,17.2,Human Review,Nigeria,Fake Credentials,Customer Support,AI Monitoring,No
SC-1465,Healthcare,CEO Fraud,Image,267278,3.9,Human Review,China,Urgent Wire Request,Customer Support,None,No
SC-1466,Healthcare,Fake Video Call,Hybrid,394934,8.7,Victim Report,North Korea,Phishing Link,IT Admin,Training,Lawsuit Pending
SC-1467,Banking,Synthetic ID,Image,41304,6.1,Human Review,North Korea,Urgent Wire Request,HR,None,Yes (Arrest)
SC-1468,Tech,Fake Video Call,Hybrid,232510,4.2,Victim Report,Russia,Fake Invoice,CFO,2FA,Yes (Arrest)
SC-1469,Government,Synthetic ID,Audio,162206,17.7,Victim Report,Russia,Fake Invoice,HR,2FA,Lawsuit Pending
SC-1470,Banking,CEO Fraud,Hybrid,125603,5.5,Internal Audit,Nigeria,Fake Invoice,Customer Support,2FA,Lawsuit Pending
SC-1471,Retail,CEO Fraud,Hybrid,231662,18.7,Human Review,Nigeria,Phishing Link,CFO,2FA,No
SC-1472,Government,Voice Cloning,Audio,144081,9.6,Human Review,North Korea,Urgent Wire Request,IT Admin,None,No
SC-1473,Banking,Fake Video Call,Image,320602,22.9,Victim Report,Nigeria,Fake Credentials,CFO,Training,Lawsuit Pending
SC-1474,Healthcare,CEO Fraud,Audio,338449,22.6,Victim Report,China,Fake Invoice,IT Admin,AI Monitoring,Yes (Arrest)
SC-1475,Tech,Voice Cloning,Audio,189915,4.8,AI Scanner,North Korea,Phishing Link,IT Admin,None,Lawsuit Pending
SC-1476,Retail,Fake Video Call,Video,415970,10.5,Human Review,Iran,Fake Credentials,CFO,AI Monitoring,Yes (Arrest)
SC-1477,Retail,Voice Cloning,Audio,26019,16.1,AI Scanner,Nigeria,Phishing Link,Customer Support,AI Monitoring,Yes (Arrest)
SC-1478,Government,Voice Cloning,Image,37130,15.2,Internal Audit,North Korea,Fake Invoice,CFO,Training,Lawsuit Pending
SC-1479,Banking,Voice Cloning,Hybrid,468466,23.0,Human Review,Nigeria,Fake Invoice,CFO,2FA,Yes (Arrest)
SC-1480,Healthcare,Voice Cloning,Image,277462,23.4,AI Scanner,Nigeria,Fake Credentials,CFO,None,No
SC-1481,Healthcare,Fake Video Call,Image,496523,13.3,Human Review,Nigeria,Phishing Link,CFO,None,Yes (Arrest)
SC-1482,Government,Synthetic ID,Hybrid,113725,8.6,Victim Report,China,Urgent Wire Request,CFO,AI Monitoring,No
SC-1483,Healthcare,Synthetic ID,Hybrid,343017,6.0,Internal Audit,Nigeria,Urgent Wire Request,IT Admin,AI Monitoring,Lawsuit Pending
SC-1484,Healthcare,Fake Video Call,Image,336185,17.9,AI Scanner,North Korea,Urgent Wire Request,Customer Support,AI Monitoring,Yes (Arrest)
SC-1485,Retail,Fake Video Call,Hybrid,300086,12.3,Internal Audit,Nigeria,Urgent Wire Request,CFO,2FA,Yes (Arrest)
SC-1486,Healthcare,CEO Fraud,Hybrid,258241,3.0,AI Scanner,Russia,Fake Credentials,HR,2FA,Lawsuit Pending
SC-1487,Tech,Fake Video Call,Hybrid,495669,22.6,Human Review,China,Phishing Link,Customer Support,AI Monitoring,No
SC-1488,Banking,Synthetic ID,Video,194591,23.6,AI Scanner,China,Urgent Wire Request,Customer Support,None,No
SC-1489,Government,Voice Cloning,Image,63483,3.5,Human Review,China,Phishing Link,IT Admin,Training,Yes (Arrest)
SC-1490,Healthcare,Fake Video Call,Hybrid,155717,15.7,AI Scanner,Iran,Fake Credentials,CFO,AI Monitoring,Lawsuit Pending
SC-1491,Retail,Fake Video Call,Image,43933,8.6,Internal Audit,China,Phishing Link,Customer Support,2FA,Yes (Arrest)
SC-1492,Banking,CEO Fraud,Hybrid,311967,11.1,Victim Report,China,Fake Invoice,Customer Support,AI Monitoring,Lawsuit Pending
SC-1493,Government,Fake Video Call,Image,485550,23.9,Internal Audit,China,Phishing Link,HR,None,Lawsuit Pending
SC-1494,Healthcare,Synthetic ID,Hybrid,101742,10.1,Internal Audit,North Korea,Urgent Wire Request,IT Admin,2FA,Lawsuit Pending
SC-1495,Banking,CEO Fraud,Hybrid,59704,10.0,Internal Audit,Iran,Fake Invoice,IT Admin,AI Monitoring,No
SC-1496,Government,Voice Cloning,Hybrid,155123,20.6,Human Review,China,Fake Credentials,Customer Support,2FA,Yes (Arrest)
SC-1497,Retail,Synthetic ID,Video,430935,10.5,Internal Audit,North Korea,Fake Credentials,CFO,None,No
SC-1498,Healthcare,Synthetic ID,Video,312984,5.8,Victim Report,North Korea,Urgent Wire Request,HR,2FA,No
SC-1499,Government,Synthetic ID,Hybrid,41199,8.1,Victim Report,China,Fake Invoice,HR,2FA,Lawsuit Pending
SC-1500,Healthcare,Fake Video Call,Audio,328004,1.5,Internal Audit,China,Fake Credentials,IT Admin,None,No
